Symptom,Disease,Specialist,Disease_Label,Description
 fatigue  mood_swings  weight_loss  restlessness  sweating  diarrhoea  fast_heart_rate  excessive_hunger  muscle_weakness  irritability  abnormal_menstruation,Hyperthyroidism,Endocrinologist,24,"Hyperthyroidism (overactive thyroid) occurs when your thyroid gland produces too much of the hormone thyroxine. Hyperthyroidism can accelerate your body's metabolism, causing unintentional weight loss and a rapid or irregular heartbeat."
 vomiting  fatigue  anxiety  sweating  headache  nausea  blurred_and_distorted_vision  excessive_hunger  drying_and_tingling_lips  slurred_speech  irritability  palpitations,Hypoglycemia,Endocrinologist,25, Hypoglycemia is a condition in which your blood sugar (glucose) level is lower than normal. Glucose is your body's main energy source. Hypoglycemia is often related to diabetes treatment. But other drugs and a variety of conditions ??many rare ??can cause low blood sugar in people who don't have diabetes.
 joint_pain  neck_pain  knee_pain  hip_joint_pain  swelling_joints  painful_walking,Osteoarthristis,Rheumatologists,31,"Osteoarthritis is the most common form of arthritis, affecting millions of people worldwide. It occurs when the protective cartilage that cushions the ends of your bones wears down over time."
 muscle_weakness  stiff_neck  swelling_joints  movement_stiffness  painful_walking,Arthritis,Rheumatologists,5,"Arthritis is the swelling and tenderness of one or more of your joints. The main symptoms of arthritis are joint pain and stiffness, which typically worsen with age. The most common types of arthritis are osteoarthritis and rheumatoid arthritis."
 vomiting  headache  nausea  spinning_movements  loss_of_balance  unsteadiness,(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist,0,Benign paroxysmal positional vertigo (BPPV) is one of the most common causes of vertigo ??the sudden sensation that you're spinning or that the inside of your head is spinning. Benign paroxysmal positional vertigo causes brief episodes of mild to intense dizziness.
 skin_rash  pus_filled_pimples  blackheads  scurring,Acne,Dermatologist,2,"Acne vulgaris is the formation of comedones, papules, pustules, nodules, and/or cysts as a result of obstruction and inflammation of pilosebaceous units (hair follicles and their accompanying sebaceous gland). Acne develops on the face and upper trunk. It most often affects adolescents."
 burning_micturition  bladder_discomfort  foul_smell_of urine  continuous_feel_of_urine,Urinary tract infection,Gynecologist,38,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating."
 skin_rash  joint_pain  skin_peeling  silver_like_dusting  small_dents_in_nails  inflammatory_nails,Psoriasis,Dermatologist,35,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family."
 skin_rash  high_fever  blister  red_sore_around_nose  yellow_crust_ooze,Impetigo,Dermatologist,27,"Impetigo (im-puh-TIE-go) is a common and highly contagious skin infection that mainly affects infants and children. Impetigo usually appears as red sores on the face, especially around a child's nose and mouth, and on hands and feet. The sores burst and develop honey-colored crusts."
itching  skin_rash  nodal_skin_eruptions  dischromic _patches,Fungal infection,Dermatologist,15,"In humans, fungal infections occur when an invading fungus takes over an area of the body and is too much for the immune system to handle. Fungi can live in the air, soil, water, and plants. There are also some fungi that live naturally in the human body. Like many microbes, there are helpful fungi and harmful fungi."
 continuous_sneezing  shivering  chills  watering_from_eyes,Allergy,Allergist,4,"An allergy is an immune system response to a foreign substance that's not typically harmful to your body.They can include certain foods, pollen, or pet dander. Your immune system's job is to keep you healthy by fighting harmful pathogens."
 stomach_pain  acidity  ulcers_on_tongue  vomiting  cough  chest_pain,GERD,Gastroenterologist,16,"Gastroesophageal reflux disease, or GERD, is a digestive disorder that affects the lower esophageal sphincter (LES), the ring of muscle between the esophagus and stomach. Many people, including pregnant women, suffer from heartburn or acid indigestion caused by GERD."
itching  vomiting  yellowish_skin  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes,Chronic cholestasis,Hepatologist,9,"Chronic cholestatic diseases, whether occurring in infancy, childhood or adulthood, are characterized by defective bile acid transport from the liver to the intestine, which is caused by primary damage to the biliary epithelium in most cases"
itching  skin_rash  stomach_pain  burning_micturition  spotting_ urination,Drug Reaction,,14,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.
 vomiting  indigestion  loss_of_appetite  abdominal_pain  passage_of_gases  internal_itching,Peptic ulcer diseae,Gastroenterologist,33,"Peptic ulcer disease (PUD) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus. An ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer."
 muscle_wasting  patches_in_throat  high_fever  extra_marital_contacts,AIDS,Osteopathic,1,"Acquired immunodeficiency syndrome (AIDS) is a chronic, potentially life-threatening condition caused by the human immunodeficiency virus (HIV). By damaging your immune system, HIV interferes with your body's ability to fight infection and disease."
 fatigue  weight_loss  restlessness  lethargy  irregular_sugar_level  blurred_and_distorted_vision  obesity  excessive_hunger  increased_appetite  polyuria,Diabetes ,Endocrinologist,12,
 vomiting  sunken_eyes  dehydration  diarrhoea,Gastroenteritis,Gastroenterologist,17,"Gastroenteritis is an inflammation of the digestive tract, particularly the stomach, and large and small intestines. Viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea , abdominal cramps, nausea , and vomiting ."
 fatigue  cough  high_fever  breathlessness  family_history  mucoid_sputum,Bronchial Asthma,Pulmonologist,6,"Bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. Due to this swelling, the air path produces excess mucus making it hard to breathe, which results in coughing, short breath, and wheezing. The disease is chronic and interferes with daily working."
 headache  chest_pain  dizziness  loss_of_balance  lack_of_concentration,Hypertension ,Cardiologist,23,
 acidity  indigestion  headache  blurred_and_distorted_vision  excessive_hunger  stiff_neck  depression  irritability  visual_disturbances,Migraine,Neurologist,30,"A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities."
 back_pain  weakness_in_limbs  neck_pain  dizziness  loss_of_balance,Cervical spondylosis,Neurologist,7,"Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs)."
 vomiting  headache  weakness_of_one_body_side  altered_sensorium,Paralysis (brain hemorrhage),Neurologist,32,"Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body."
itching  vomiting  fatigue  weight_loss  high_fever  yellowish_skin  dark_urine  abdominal_pain,Jaundice,Gastroenterologist,28,"Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it"
 chills  vomiting  high_fever  sweating  headache  nausea  diarrhoea  muscle_pain,Malaria,Internal Medcine,29,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the Anopheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.
itching  skin_rash  fatigue  lethargy  high_fever  headache  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body,Chicken pox,Dermatologist,8,"Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters."
 skin_rash  chills  joint_pain  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain  red_spots_over_body,Dengue,Internal Medcine,11,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. ??called also breakbone fever, dengue fever."
 chills  vomiting  fatigue  high_fever  headache  nausea  constipation  abdominal_pain  diarrhoea  toxic_look_(typhos)  belly_pain,Typhoid,Pediatrician,37,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe."
 joint_pain  vomiting  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  diarrhoea  mild_fever  yellowing_of_eyes  muscle_pain,hepatitis A,Hepatologist,40,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.
