Disease,Specialist,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,Description,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Symptom_18,Symptom_19,Symptom_20,Symptom_21,Symptom_22,Symptom_23,Symptom_24,Symptom_25,Symptom_26,Symptom_27,Symptom_28
hepatitis A,,,,,,,,,,,,,,,,,,,,,joint pain,vomiting,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,diarrhoea,mild fever,yellowing of eyes,muscle pain,,,,,,,,,,,,,,,,,
hepatitis A,,,,,,,,,,,,,,,,,,,,,vomiting,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,diarrhoea,mild fever,yellowing of eyes,muscle pain,,,,,,,,,,,,,,,,,,
hepatitis A,,,,,,,,,,,,,,,,,,,,,joint pain,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,diarrhoea,mild fever,yellowing of eyes,muscle pain,,,,,,,,,,,,,,,,,,
hepatitis A,,,,,,,,,,,,,,,,,,,,,joint pain,vomiting,dark urine,nausea,loss of appetite,abdominal pain,diarrhoea,mild fever,yellowing of eyes,muscle pain,,,,,,,,,,,,,,,,,,
hepatitis A,,,,,,,,,,,,,,,,,,,,,joint pain,vomiting,yellowish skin,nausea,loss of appetite,abdominal pain,diarrhoea,mild fever,yellowing of eyes,muscle pain,,,,,,,,,,,,,,,,,,
hepatitis A,,,,,,,,,,,,,,,,,,,,,joint pain,vomiting,yellowish skin,dark urine,loss of appetite,abdominal pain,diarrhoea,mild fever,yellowing of eyes,muscle pain,,,,,,,,,,,,,,,,,,
hepatitis A,,,,,,,,,,,,,,,,,,,,,joint pain,vomiting,yellowish skin,dark urine,nausea,abdominal pain,diarrhoea,mild fever,yellowing of eyes,muscle pain,,,,,,,,,,,,,,,,,,
hepatitis A,,,,,,,,,,,,,,,,,,,,,joint pain,vomiting,yellowish skin,dark urine,nausea,loss of appetite,diarrhoea,mild fever,yellowing of eyes,muscle pain,,,,,,,,,,,,,,,,,,
hepatitis A,,,,,,,,,,,,,,,,,,,,,joint pain,vomiting,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,mild fever,yellowing of eyes,muscle pain,,,,,,,,,,,,,,,,,,
Hepatitis B,,,,,,,,,,,,,,,,,,,,,itching,fatigue,lethargy,yellowish skin,dark urine,loss of appetite,abdominal pain,yellow urine,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,,,,,,,,,,,,,,,,
Hepatitis B,,,,,,,,,,,,,,,,,,,,,fatigue,lethargy,yellowish skin,dark urine,loss of appetite,abdominal pain,yellow urine,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,,,,,,,,,,,,,,,,,
Hepatitis B,,,,,,,,,,,,,,,,,,,,,itching,lethargy,yellowish skin,dark urine,loss of appetite,abdominal pain,yellow urine,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,,,,,,,,,,,,,,,,,
Hepatitis B,,,,,,,,,,,,,,,,,,,,,itching,fatigue,yellowish skin,dark urine,loss of appetite,abdominal pain,yellow urine,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,,,,,,,,,,,,,,,,,
Hepatitis B,,,,,,,,,,,,,,,,,,,,,itching,fatigue,lethargy,dark urine,loss of appetite,abdominal pain,yellow urine,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,,,,,,,,,,,,,,,,,
Hepatitis B,,,,,,,,,,,,,,,,,,,,,itching,fatigue,lethargy,yellowish skin,loss of appetite,abdominal pain,yellow urine,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,,,,,,,,,,,,,,,,,
Hepatitis B,,,,,,,,,,,,,,,,,,,,,itching,fatigue,lethargy,yellowish skin,dark urine,abdominal pain,yellow urine,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,,,,,,,,,,,,,,,,,
Hepatitis B,,,,,,,,,,,,,,,,,,,,,itching,fatigue,lethargy,yellowish skin,dark urine,loss of appetite,yellow urine,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,,,,,,,,,,,,,,,,,
Hepatitis B,,,,,,,,,,,,,,,,,,,,,itching,fatigue,lethargy,yellowish skin,dark urine,loss of appetite,abdominal pain,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,,,,,,,,,,,,,,,,,
Hepatitis C,,,,,,,,,,,,,,,,,,,,,fatigue,yellowish skin,nausea,loss of appetite,family history,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis C,,,,,,,,,,,,,,,,,,,,,fatigue,yellowish skin,nausea,loss of appetite,yellowing of eyes,family history,,,,,,,,,,,,,,,,,,,,,,
Hepatitis C,,,,,,,,,,,,,,,,,,,,,yellowish skin,nausea,loss of appetite,yellowing of eyes,family history,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis C,,,,,,,,,,,,,,,,,,,,,fatigue,nausea,loss of appetite,yellowing of eyes,family history,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis C,,,,,,,,,,,,,,,,,,,,,fatigue,yellowish skin,loss of appetite,yellowing of eyes,family history,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis C,,,,,,,,,,,,,,,,,,,,,fatigue,yellowish skin,nausea,yellowing of eyes,family history,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis C,,,,,,,,,,,,,,,,,,,,,fatigue,yellowish skin,nausea,loss of appetite,yellowing of eyes,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis D,,,,,,,,,,,,,,,,,,,,,joint pain,vomiting,fatigue,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,,,,,,,,,,,,,,,,,,,
Hepatitis D,,,,,,,,,,,,,,,,,,,,,vomiting,fatigue,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,,,,,,,,,,,,,,,,,,,,
Hepatitis D,,,,,,,,,,,,,,,,,,,,,joint pain,fatigue,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,,,,,,,,,,,,,,,,,,,,
Hepatitis D,,,,,,,,,,,,,,,,,,,,,joint pain,vomiting,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,,,,,,,,,,,,,,,,,,,,
Hepatitis D,,,,,,,,,,,,,,,,,,,,,joint pain,vomiting,fatigue,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,,,,,,,,,,,,,,,,,,,,
Hepatitis D,,,,,,,,,,,,,,,,,,,,,joint pain,vomiting,fatigue,yellowish skin,nausea,loss of appetite,abdominal pain,yellowing of eyes,,,,,,,,,,,,,,,,,,,,
Hepatitis D,,,,,,,,,,,,,,,,,,,,,joint pain,vomiting,fatigue,yellowish skin,dark urine,loss of appetite,abdominal pain,yellowing of eyes,,,,,,,,,,,,,,,,,,,,
Hepatitis D,,,,,,,,,,,,,,,,,,,,,joint pain,vomiting,fatigue,yellowish skin,dark urine,nausea,abdominal pain,yellowing of eyes,,,,,,,,,,,,,,,,,,,,
Hepatitis D,,,,,,,,,,,,,,,,,,,,,joint pain,vomiting,fatigue,yellowish skin,dark urine,nausea,loss of appetite,yellowing of eyes,,,,,,,,,,,,,,,,,,,,
Hepatitis D,,,,,,,,,,,,,,,,,,,,,joint pain,vomiting,fatigue,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,,,,,,,,,,,,,,,,,,,,
Hepatitis E,,,,,,,,,,,,,,,,,,,,,joint pain,vomiting,fatigue,high fever,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,coma,stomach bleeding,,,,,,,,,,,,,,,,
Hepatitis E,,,,,,,,,,,,,,,,,,,,,joint pain,vomiting,fatigue,high fever,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,acute liver failure,coma,stomach bleeding,,,,,,,,,,,,,,,
Hepatitis E,,,,,,,,,,,,,,,,,,,,,vomiting,fatigue,high fever,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,acute liver failure,coma,stomach bleeding,,,,,,,,,,,,,,,,
Hepatitis E,,,,,,,,,,,,,,,,,,,,,joint pain,fatigue,high fever,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,acute liver failure,coma,stomach bleeding,,,,,,,,,,,,,,,,
Hepatitis E,,,,,,,,,,,,,,,,,,,,,joint pain,vomiting,high fever,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,acute liver failure,coma,stomach bleeding,,,,,,,,,,,,,,,,
Hepatitis E,,,,,,,,,,,,,,,,,,,,,joint pain,vomiting,fatigue,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,acute liver failure,coma,stomach bleeding,,,,,,,,,,,,,,,,
Hepatitis E,,,,,,,,,,,,,,,,,,,,,joint pain,vomiting,fatigue,high fever,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,acute liver failure,coma,stomach bleeding,,,,,,,,,,,,,,,,
Hepatitis E,,,,,,,,,,,,,,,,,,,,,joint pain,vomiting,fatigue,high fever,yellowish skin,nausea,loss of appetite,abdominal pain,yellowing of eyes,acute liver failure,coma,stomach bleeding,,,,,,,,,,,,,,,,
Hepatitis E,,,,,,,,,,,,,,,,,,,,,joint pain,vomiting,fatigue,high fever,yellowish skin,dark urine,loss of appetite,abdominal pain,yellowing of eyes,acute liver failure,coma,stomach bleeding,,,,,,,,,,,,,,,,
Alcoholic hepatitis,,,,,,,,,,,,,,,,,,,,,vomiting,yellowish skin,abdominal pain,swelling of stomach,distention of abdomen,history of alcohol consumption,fluid overload.1,,,,,,,,,,,,,,,,,,,,,
Alcoholic hepatitis,,,,,,,,,,,,,,,,,,,,,yellowish skin,abdominal pain,swelling of stomach,distention of abdomen,history of alcohol consumption,fluid overload.1,,,,,,,,,,,,,,,,,,,,,,
Alcoholic hepatitis,,,,,,,,,,,,,,,,,,,,,vomiting,abdominal pain,swelling of stomach,distention of abdomen,history of alcohol consumption,fluid overload.1,,,,,,,,,,,,,,,,,,,,,,
Alcoholic hepatitis,,,,,,,,,,,,,,,,,,,,,vomiting,yellowish skin,swelling of stomach,distention of abdomen,history of alcohol consumption,fluid overload.1,,,,,,,,,,,,,,,,,,,,,,
Alcoholic hepatitis,,,,,,,,,,,,,,,,,,,,,vomiting,yellowish skin,abdominal pain,distention of abdomen,history of alcohol consumption,fluid overload.1,,,,,,,,,,,,,,,,,,,,,,
Alcoholic hepatitis,,,,,,,,,,,,,,,,,,,,,vomiting,yellowish skin,abdominal pain,swelling of stomach,history of alcohol consumption,fluid overload.1,,,,,,,,,,,,,,,,,,,,,,
Alcoholic hepatitis,,,,,,,,,,,,,,,,,,,,,vomiting,yellowish skin,abdominal pain,swelling of stomach,distention of abdomen,fluid overload.1,,,,,,,,,,,,,,,,,,,,,,
Alcoholic hepatitis,,,,,,,,,,,,,,,,,,,,,vomiting,yellowish skin,abdominal pain,swelling of stomach,distention of abdomen,history of alcohol consumption,,,,,,,,,,,,,,,,,,,,,,
Tuberculosis,,,,,,,,,,,,,,,,,,,,,chills,vomiting,fatigue,weight loss,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,,,,,,,,,,,,
Tuberculosis,,,,,,,,,,,,,,,,,,,,,vomiting,fatigue,weight loss,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,,,,,,,,,,,,,
Tuberculosis,,,,,,,,,,,,,,,,,,,,,chills,fatigue,weight loss,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,,,,,,,,,,,,,
Tuberculosis,,,,,,,,,,,,,,,,,,,,,chills,vomiting,weight loss,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,,,,,,,,,,,,,
Tuberculosis,,,,,,,,,,,,,,,,,,,,,chills,vomiting,fatigue,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,,,,,,,,,,,,,
Tuberculosis,,,,,,,,,,,,,,,,,,,,,chills,vomiting,fatigue,weight loss,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,,,,,,,,,,,,,
Tuberculosis,,,,,,,,,,,,,,,,,,,,,chills,vomiting,fatigue,weight loss,cough,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,,,,,,,,,,,,,
Tuberculosis,,,,,,,,,,,,,,,,,,,,,chills,vomiting,fatigue,weight loss,cough,high fever,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,,,,,,,,,,,,,
Tuberculosis,,,,,,,,,,,,,,,,,,,,,chills,vomiting,fatigue,weight loss,cough,high fever,breathlessness,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,,,,,,,,,,,,,
Common Cold,,,,,,,,,,,,,,,,,,,,,continuous sneezing,chills,fatigue,cough,high fever,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain,,,,,,,,,,,
Common Cold,,,,,,,,,,,,,,,,,,,,,chills,fatigue,cough,high fever,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain,,,,,,,,,,,,
Common Cold,,,,,,,,,,,,,,,,,,,,,continuous sneezing,fatigue,cough,high fever,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain,,,,,,,,,,,,
Common Cold,,,,,,,,,,,,,,,,,,,,,continuous sneezing,chills,cough,high fever,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain,,,,,,,,,,,,
Common Cold,,,,,,,,,,,,,,,,,,,,,continuous sneezing,chills,fatigue,high fever,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain,,,,,,,,,,,,
Common Cold,,,,,,,,,,,,,,,,,,,,,continuous sneezing,chills,fatigue,cough,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain,,,,,,,,,,,,
Common Cold,,,,,,,,,,,,,,,,,,,,,continuous sneezing,chills,fatigue,cough,high fever,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain,,,,,,,,,,,,
Common Cold,,,,,,,,,,,,,,,,,,,,,continuous sneezing,chills,fatigue,cough,high fever,headache,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain,,,,,,,,,,,,
Common Cold,,,,,,,,,,,,,,,,,,,,,continuous sneezing,chills,fatigue,cough,high fever,headache,swelled lymph nodes,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain,,,,,,,,,,,,
Pneumonia,,,,,,,,,,,,,,,,,,,,,chills,fatigue,cough,high fever,breathlessness,sweating,malaise,chest pain,fast heart rate,rusty sputum,,,,,,,,,,,,,,,,,,
Pneumonia,,,,,,,,,,,,,,,,,,,,,chills,fatigue,cough,high fever,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,rusty sputum,,,,,,,,,,,,,,,,,
Pneumonia,,,,,,,,,,,,,,,,,,,,,fatigue,cough,high fever,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,rusty sputum,,,,,,,,,,,,,,,,,,
Pneumonia,,,,,,,,,,,,,,,,,,,,,chills,cough,high fever,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,rusty sputum,,,,,,,,,,,,,,,,,,
Pneumonia,,,,,,,,,,,,,,,,,,,,,chills,fatigue,high fever,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,rusty sputum,,,,,,,,,,,,,,,,,,
Pneumonia,,,,,,,,,,,,,,,,,,,,,chills,fatigue,cough,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,rusty sputum,,,,,,,,,,,,,,,,,,
Pneumonia,,,,,,,,,,,,,,,,,,,,,chills,fatigue,cough,high fever,sweating,malaise,phlegm,chest pain,fast heart rate,rusty sputum,,,,,,,,,,,,,,,,,,
Pneumonia,,,,,,,,,,,,,,,,,,,,,chills,fatigue,cough,high fever,breathlessness,malaise,phlegm,chest pain,fast heart rate,rusty sputum,,,,,,,,,,,,,,,,,,
Pneumonia,,,,,,,,,,,,,,,,,,,,,chills,fatigue,cough,high fever,breathlessness,sweating,phlegm,chest pain,fast heart rate,rusty sputum,,,,,,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),,,,,,,,,,,,,,,,,,,,,constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,,,,,,,,,,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),,,,,,,,,,,,,,,,,,,,,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,,,,,,,,,,,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),,,,,,,,,,,,,,,,,,,,,constipation,pain in anal region,bloody stool,irritation in anus,,,,,,,,,,,,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),,,,,,,,,,,,,,,,,,,,,constipation,pain during bowel movements,bloody stool,irritation in anus,,,,,,,,,,,,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),,,,,,,,,,,,,,,,,,,,,constipation,pain during bowel movements,pain in anal region,irritation in anus,,,,,,,,,,,,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),,,,,,,,,,,,,,,,,,,,,constipation,pain during bowel movements,pain in anal region,bloody stool,,,,,,,,,,,,,,,,,,,,,,,,
Heart attack,,,,,,,,,,,,,,,,,,,,,vomiting,breathlessness,sweating,chest pain,,,,,,,,,,,,,,,,,,,,,,,,
Heart attack,,,,,,,,,,,,,,,,,,,,,breathlessness,sweating,chest pain,,,,,,,,,,,,,,,,,,,,,,,,,
Heart attack,,,,,,,,,,,,,,,,,,,,,vomiting,sweating,chest pain,,,,,,,,,,,,,,,,,,,,,,,,,
Heart attack,,,,,,,,,,,,,,,,,,,,,vomiting,breathlessness,chest pain,,,,,,,,,,,,,,,,,,,,,,,,,
Heart attack,,,,,,,,,,,,,,,,,,,,,vomiting,breathlessness,sweating,,,,,,,,,,,,,,,,,,,,,,,,,
Varicose veins,,,,,,,,,,,,,,,,,,,,,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels,prominent veins on calf,,,,,,,,,,,,,,,,,,,,,
Varicose veins,,,,,,,,,,,,,,,,,,,,,cramps,bruising,obesity,swollen legs,swollen blood vessels,prominent veins on calf,,,,,,,,,,,,,,,,,,,,,,
Varicose veins,,,,,,,,,,,,,,,,,,,,,fatigue,bruising,obesity,swollen legs,swollen blood vessels,prominent veins on calf,,,,,,,,,,,,,,,,,,,,,,
Varicose veins,,,,,,,,,,,,,,,,,,,,,fatigue,cramps,obesity,swollen legs,swollen blood vessels,prominent veins on calf,,,,,,,,,,,,,,,,,,,,,,
Varicose veins,,,,,,,,,,,,,,,,,,,,,fatigue,cramps,bruising,swollen legs,swollen blood vessels,prominent veins on calf,,,,,,,,,,,,,,,,,,,,,,
Varicose veins,,,,,,,,,,,,,,,,,,,,,fatigue,cramps,bruising,obesity,swollen blood vessels,prominent veins on calf,,,,,,,,,,,,,,,,,,,,,,
Varicose veins,,,,,,,,,,,,,,,,,,,,,fatigue,cramps,bruising,obesity,swollen legs,prominent veins on calf,,,,,,,,,,,,,,,,,,,,,,
Varicose veins,,,,,,,,,,,,,,,,,,,,,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels,,,,,,,,,,,,,,,,,,,,,,
Hypothyroidism,,,,,,,,,,,,,,,,,,,,,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremeties,depression,irritability,abnormal menstruation,,,,,,,,,,,,,,,
Hypothyroidism,,,,,,,,,,,,,,,,,,,,,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremeties,depression,irritability,abnormal menstruation,,,,,,,,,,,,,,,,
Hypothyroidism,,,,,,,,,,,,,,,,,,,,,fatigue,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremeties,depression,irritability,abnormal menstruation,,,,,,,,,,,,,,,,
Hypothyroidism,,,,,,,,,,,,,,,,,,,,,fatigue,weight gain,mood swings,lethargy,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremeties,depression,irritability,abnormal menstruation,,,,,,,,,,,,,,,,
Hypothyroidism,,,,,,,,,,,,,,,,,,,,,fatigue,weight gain,cold hands and feets,lethargy,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremeties,depression,irritability,abnormal menstruation,,,,,,,,,,,,,,,,
Hypothyroidism,,,,,,,,,,,,,,,,,,,,,fatigue,weight gain,cold hands and feets,mood swings,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremeties,depression,irritability,abnormal menstruation,,,,,,,,,,,,,,,,
Hypothyroidism,,,,,,,,,,,,,,,,,,,,,fatigue,weight gain,cold hands and feets,mood swings,lethargy,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremeties,depression,irritability,abnormal menstruation,,,,,,,,,,,,,,,,
Hypothyroidism,,,,,,,,,,,,,,,,,,,,,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness,enlarged thyroid,brittle nails,swollen extremeties,depression,irritability,abnormal menstruation,,,,,,,,,,,,,,,,
Hyperthyroidism,,,,,,,,,,,,,,,,,,,,,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,,,,,,,,,,,,,,,,,
Hyperthyroidism,,,,,,,,,,,,,,,,,,,,,mood swings,weight loss,restlessness,sweating,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,,,,,,,,,,,,,,,,,,
Hyperthyroidism,,,,,,,,,,,,,,,,,,,,,fatigue,weight loss,restlessness,sweating,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,,,,,,,,,,,,,,,,,,
Hyperthyroidism,,,,,,,,,,,,,,,,,,,,,fatigue,mood swings,restlessness,sweating,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,,,,,,,,,,,,,,,,,,
Hyperthyroidism,,,,,,,,,,,,,,,,,,,,,fatigue,mood swings,weight loss,sweating,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,,,,,,,,,,,,,,,,,,
Hyperthyroidism,,,,,,,,,,,,,,,,,,,,,fatigue,mood swings,weight loss,restlessness,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,,,,,,,,,,,,,,,,,,
Hyperthyroidism,,,,,,,,,,,,,,,,,,,,,fatigue,mood swings,weight loss,restlessness,sweating,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,,,,,,,,,,,,,,,,,,
Hyperthyroidism,,,,,,,,,,,,,,,,,,,,,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea,excessive hunger,muscle weakness,irritability,abnormal menstruation,,,,,,,,,,,,,,,,,,
Hyperthyroidism,,,,,,,,,,,,,,,,,,,,,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea,fast heart rate,muscle weakness,irritability,abnormal menstruation,,,,,,,,,,,,,,,,,,
Hypoglycemia,,,,,,,,,,,,,,,,,,,,,vomiting,fatigue,anxiety,sweating,headache,nausea,blurred and distorted vision,excessive hunger,slurred speech,irritability,palpitations,,,,,,,,,,,,,,,,,
Hypoglycemia,,,,,,,,,,,,,,,,,,,,,vomiting,fatigue,anxiety,sweating,headache,nausea,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,,,,,,,,,,,,,,,,
Hypoglycemia,,,,,,,,,,,,,,,,,,,,,fatigue,anxiety,sweating,headache,nausea,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,,,,,,,,,,,,,,,,,
Hypoglycemia,,,,,,,,,,,,,,,,,,,,,vomiting,anxiety,sweating,headache,nausea,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,,,,,,,,,,,,,,,,,
Hypoglycemia,,,,,,,,,,,,,,,,,,,,,vomiting,fatigue,sweating,headache,nausea,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,,,,,,,,,,,,,,,,,
Hypoglycemia,,,,,,,,,,,,,,,,,,,,,vomiting,fatigue,anxiety,headache,nausea,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,,,,,,,,,,,,,,,,,
Hypoglycemia,,,,,,,,,,,,,,,,,,,,,vomiting,fatigue,anxiety,sweating,nausea,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,,,,,,,,,,,,,,,,,
Hypoglycemia,,,,,,,,,,,,,,,,,,,,,vomiting,fatigue,anxiety,sweating,headache,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,,,,,,,,,,,,,,,,,
